"","sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","sp1_name","sp2_name"
"384",369,729,4,3,0,0.148,1.3,0.11905,1,"Microtus_pennsylvanicus","Spermophilus_columbianus"
"385",369,733,4,3,2,0.148,1.3,0.95238,0.40476,"Microtus_pennsylvanicus","Spermophilus_franklinii"
"386",369,777,4,3,3,0.148,1.3,1,0.04762,"Microtus_pennsylvanicus","Synaptomys_cooperi"
"387",369,787,4,3,1,0.148,1.3,0.59524,0.88095,"Microtus_pennsylvanicus","Tamias_sp."
"388",369,788,4,3,2,0.148,1.3,0.95238,0.40476,"Microtus_pennsylvanicus","Tamias_striatus"
"389",369,790,4,3,1,0.148,1.3,0.59524,0.88095,"Microtus_pennsylvanicus","Tamiasciurus_hudsonicus"
"390",369,816,4,4,1,0.198,1.8,0.35714,0.96032,"Microtus_pennsylvanicus","Thomomys_talpoides"
"391",369,834,4,3,1,0.148,1.3,0.59524,0.88095,"Microtus_pennsylvanicus","Ursus_americanus"
"392",372,376,6,3,3,0.222,2,1,0.2381,"Microtus_sp.","Mictomys_borealis"
"393",372,404,6,2,1,0.148,1.3,0.58333,0.91667,"Microtus_sp.","Mustela_vison"
"394",372,431,6,3,0,0.222,2,0.0119,1,"Microtus_sp.","Neotoma_cinerea"
"395",372,433,6,2,2,0.148,1.3,1,0.41667,"Microtus_sp.","Neotoma_floridana"
"396",372,444,6,2,2,0.148,1.3,1,0.41667,"Microtus_sp.","Neotoma_sp."
"397",372,457,6,2,0,0.148,1.3,0.08333,1,"Microtus_sp.","Ochotona_princeps"
"398",372,471,6,4,4,0.296,2.7,1,0.11905,"Microtus_sp.","Odocoileus_virginianus"
"399",372,481,6,5,5,0.37,3.3,1,0.04762,"Microtus_sp.","Ondatra_zibethicus"
"400",372,508,6,3,0,0.222,2,0.0119,1,"Microtus_sp.","Ovis_canadensis"
"401",372,562,6,4,1,0.296,2.7,0.04762,1,"Microtus_sp.","Peromyscus_maniculatus"
"402",372,573,6,3,3,0.222,2,1,0.2381,"Microtus_sp.","Peromyscus_sp."
"403",372,580,6,4,2,0.296,2.7,0.40476,0.95238,"Microtus_sp.","Phenacomys_intermedius"
"404",372,589,6,2,2,0.148,1.3,1,0.41667,"Microtus_sp.","Platygonus_compressus"
"405",372,619,6,2,2,0.148,1.3,1,0.41667,"Microtus_sp.","Procyon_lotor"
"406",372,660,6,2,2,0.148,1.3,1,0.41667,"Microtus_sp.","Scalopus_aquaticus"
"407",372,679,6,2,2,0.148,1.3,1,0.41667,"Microtus_sp.","Sigmodon_hispidus"
"408",372,694,6,4,3,0.296,2.7,0.88095,0.59524,"Microtus_sp.","Sorex_cinereus"
"409",372,729,6,3,0,0.222,2,0.0119,1,"Microtus_sp.","Spermophilus_columbianus"
"410",372,733,6,3,3,0.222,2,1,0.2381,"Microtus_sp.","Spermophilus_franklinii"
"411",372,736,6,2,0,0.148,1.3,0.08333,1,"Microtus_sp.","Spermophilus_lateralis"
"412",372,751,6,2,2,0.148,1.3,1,0.41667,"Microtus_sp.","Spermophilus_tridecemlineatus"
"413",372,768,6,2,2,0.148,1.3,1,0.41667,"Microtus_sp.","Sylvilagus_floridanus"
"414",372,777,6,3,3,0.222,2,1,0.2381,"Microtus_sp.","Synaptomys_cooperi"
"415",372,787,6,3,1,0.222,2,0.22619,0.9881,"Microtus_sp.","Tamias_sp."
"416",372,788,6,3,3,0.222,2,1,0.2381,"Microtus_sp.","Tamias_striatus"
"417",372,790,6,3,1,0.222,2,0.22619,0.9881,"Microtus_sp.","Tamiasciurus_hudsonicus"
"418",372,816,6,4,1,0.296,2.7,0.04762,1,"Microtus_sp.","Thomomys_talpoides"
"419",372,829,6,2,2,0.148,1.3,1,0.41667,"Microtus_sp.","Urocyon_cinereoargenteus"
"420",372,834,6,3,2,0.222,2,0.7619,0.77381,"Microtus_sp.","Ursus_americanus"
"421",372,841,6,2,1,0.148,1.3,0.58333,0.91667,"Microtus_sp.","Vulpes_vulpes"
"422",376,431,3,3,0,0.111,1,0.2381,1,"Mictomys_borealis","Neotoma_cinerea"
"423",376,471,3,4,1,0.148,1.3,0.59524,0.88095,"Mictomys_borealis","Odocoileus_virginianus"
"424",376,481,3,5,3,0.185,1.7,1,0.11905,"Mictomys_borealis","Ondatra_zibethicus"
"425",376,508,3,3,0,0.111,1,0.2381,1,"Mictomys_borealis","Ovis_canadensis"
"426",376,562,3,4,1,0.148,1.3,0.59524,0.88095,"Mictomys_borealis","Peromyscus_maniculatus"
"427",376,573,3,3,2,0.111,1,0.9881,0.22619,"Mictomys_borealis","Peromyscus_sp."
"428",376,580,3,4,2,0.148,1.3,0.95238,0.40476,"Mictomys_borealis","Phenacomys_intermedius"
"429",376,694,3,4,2,0.148,1.3,0.95238,0.40476,"Mictomys_borealis","Sorex_cinereus"
"430",376,729,3,3,0,0.111,1,0.2381,1,"Mictomys_borealis","Spermophilus_columbianus"
"431",376,733,3,3,1,0.111,1,0.77381,0.7619,"Mictomys_borealis","Spermophilus_franklinii"
"432",376,777,3,3,2,0.111,1,0.9881,0.22619,"Mictomys_borealis","Synaptomys_cooperi"
"433",376,787,3,3,1,0.111,1,0.77381,0.7619,"Mictomys_borealis","Tamias_sp."
"434",376,788,3,3,2,0.111,1,0.9881,0.22619,"Mictomys_borealis","Tamias_striatus"
"435",376,790,3,3,1,0.111,1,0.77381,0.7619,"Mictomys_borealis","Tamiasciurus_hudsonicus"
"436",376,816,3,4,1,0.148,1.3,0.59524,0.88095,"Mictomys_borealis","Thomomys_talpoides"
"437",376,834,3,3,1,0.111,1,0.77381,0.7619,"Mictomys_borealis","Ursus_americanus"
"438",404,481,2,5,1,0.123,1.1,0.72222,0.83333,"Mustela_vison","Ondatra_zibethicus"
"439",431,471,3,4,0,0.148,1.3,0.11905,1,"Neotoma_cinerea","Odocoileus_virginianus"
"440",431,481,3,5,0,0.185,1.7,0.04762,1,"Neotoma_cinerea","Ondatra_zibethicus"
"441",431,508,3,3,3,0.111,1,1,0.0119,"Neotoma_cinerea","Ovis_canadensis"
"442",431,562,3,4,3,0.148,1.3,1,0.04762,"Neotoma_cinerea","Peromyscus_maniculatus"
"443",431,573,3,3,0,0.111,1,0.2381,1,"Neotoma_cinerea","Peromyscus_sp."
"444",431,580,3,4,2,0.148,1.3,0.95238,0.40476,"Neotoma_cinerea","Phenacomys_intermedius"
"445",431,694,3,4,1,0.148,1.3,0.59524,0.88095,"Neotoma_cinerea","Sorex_cinereus"
"446",431,729,3,3,3,0.111,1,1,0.0119,"Neotoma_cinerea","Spermophilus_columbianus"
"447",431,733,3,3,0,0.111,1,0.2381,1,"Neotoma_cinerea","Spermophilus_franklinii"
"448",431,777,3,3,0,0.111,1,0.2381,1,"Neotoma_cinerea","Synaptomys_cooperi"
"449",431,787,3,3,2,0.111,1,0.9881,0.22619,"Neotoma_cinerea","Tamias_sp."
"450",431,788,3,3,0,0.111,1,0.2381,1,"Neotoma_cinerea","Tamias_striatus"
"451",431,790,3,3,2,0.111,1,0.9881,0.22619,"Neotoma_cinerea","Tamiasciurus_hudsonicus"
"452",431,816,3,4,3,0.148,1.3,1,0.04762,"Neotoma_cinerea","Thomomys_talpoides"
"453",431,834,3,3,1,0.111,1,0.77381,0.7619,"Neotoma_cinerea","Ursus_americanus"
"454",433,481,2,5,2,0.123,1.1,1,0.27778,"Neotoma_floridana","Ondatra_zibethicus"
"455",444,481,2,5,1,0.123,1.1,0.72222,0.83333,"Neotoma_sp.","Ondatra_zibethicus"
"456",457,481,2,5,0,0.123,1.1,0.16667,1,"Ochotona_princeps","Ondatra_zibethicus"
"457",471,481,4,5,3,0.247,2.2,0.96032,0.35714,"Odocoileus_virginianus","Ondatra_zibethicus"
"458",471,508,4,3,0,0.148,1.3,0.11905,1,"Odocoileus_virginianus","Ovis_canadensis"
"459",471,562,4,4,1,0.198,1.8,0.35714,0.96032,"Odocoileus_virginianus","Peromyscus_maniculatus"
"460",471,573,4,3,1,0.148,1.3,0.59524,0.88095,"Odocoileus_virginianus","Peromyscus_sp."
"461",471,580,4,4,1,0.198,1.8,0.35714,0.96032,"Odocoileus_virginianus","Phenacomys_intermedius"
"462",471,694,4,4,1,0.198,1.8,0.35714,0.96032,"Odocoileus_virginianus","Sorex_cinereus"
"463",471,729,4,3,0,0.148,1.3,0.11905,1,"Odocoileus_virginianus","Spermophilus_columbianus"
"464",471,733,4,3,2,0.148,1.3,0.95238,0.40476,"Odocoileus_virginianus","Spermophilus_franklinii"
"465",471,777,4,3,2,0.148,1.3,0.95238,0.40476,"Odocoileus_virginianus","Synaptomys_cooperi"
"466",471,787,4,3,0,0.148,1.3,0.11905,1,"Odocoileus_virginianus","Tamias_sp."
"467",471,788,4,3,1,0.148,1.3,0.59524,0.88095,"Odocoileus_virginianus","Tamias_striatus"
"468",471,790,4,3,0,0.148,1.3,0.11905,1,"Odocoileus_virginianus","Tamiasciurus_hudsonicus"
"469",471,816,4,4,0,0.198,1.8,0.03968,1,"Odocoileus_virginianus","Thomomys_talpoides"
"470",471,834,4,3,1,0.148,1.3,0.59524,0.88095,"Odocoileus_virginianus","Ursus_americanus"
"471",481,508,5,3,0,0.185,1.7,0.04762,1,"Ondatra_zibethicus","Ovis_canadensis"
"472",481,562,5,4,1,0.247,2.2,0.16667,0.99206,"Ondatra_zibethicus","Peromyscus_maniculatus"
"473",481,573,5,3,2,0.185,1.7,0.88095,0.59524,"Ondatra_zibethicus","Peromyscus_sp."
"474",481,580,5,4,2,0.247,2.2,0.64286,0.83333,"Ondatra_zibethicus","Phenacomys_intermedius"
"475",481,589,5,2,1,0.123,1.1,0.72222,0.83333,"Ondatra_zibethicus","Platygonus_compressus"
"476",481,619,5,2,2,0.123,1.1,1,0.27778,"Ondatra_zibethicus","Procyon_lotor"
"477",481,660,5,2,2,0.123,1.1,1,0.27778,"Ondatra_zibethicus","Scalopus_aquaticus"
"478",481,679,5,2,1,0.123,1.1,0.72222,0.83333,"Ondatra_zibethicus","Sigmodon_hispidus"
"479",481,694,5,4,3,0.247,2.2,0.96032,0.35714,"Ondatra_zibethicus","Sorex_cinereus"
"480",481,729,5,3,0,0.185,1.7,0.04762,1,"Ondatra_zibethicus","Spermophilus_columbianus"
"481",481,733,5,3,3,0.185,1.7,1,0.11905,"Ondatra_zibethicus","Spermophilus_franklinii"
"482",481,736,5,2,0,0.123,1.1,0.16667,1,"Ondatra_zibethicus","Spermophilus_lateralis"
"483",481,751,5,2,2,0.123,1.1,1,0.27778,"Ondatra_zibethicus","Spermophilus_tridecemlineatus"
"484",481,768,5,2,2,0.123,1.1,1,0.27778,"Ondatra_zibethicus","Sylvilagus_floridanus"
"485",481,777,5,3,3,0.185,1.7,1,0.11905,"Ondatra_zibethicus","Synaptomys_cooperi"
"486",481,787,5,3,1,0.185,1.7,0.40476,0.95238,"Ondatra_zibethicus","Tamias_sp."
"487",481,788,5,3,3,0.185,1.7,1,0.11905,"Ondatra_zibethicus","Tamias_striatus"
"488",481,790,5,3,1,0.185,1.7,0.40476,0.95238,"Ondatra_zibethicus","Tamiasciurus_hudsonicus"
"489",481,816,5,4,1,0.247,2.2,0.16667,0.99206,"Ondatra_zibethicus","Thomomys_talpoides"
"490",481,829,5,2,1,0.123,1.1,0.72222,0.83333,"Ondatra_zibethicus","Urocyon_cinereoargenteus"
"491",481,834,5,3,2,0.185,1.7,0.88095,0.59524,"Ondatra_zibethicus","Ursus_americanus"
"492",481,841,5,2,1,0.123,1.1,0.72222,0.83333,"Ondatra_zibethicus","Vulpes_vulpes"
"493",508,562,3,4,3,0.148,1.3,1,0.04762,"Ovis_canadensis","Peromyscus_maniculatus"
"494",508,573,3,3,0,0.111,1,0.2381,1,"Ovis_canadensis","Peromyscus_sp."
"495",508,580,3,4,2,0.148,1.3,0.95238,0.40476,"Ovis_canadensis","Phenacomys_intermedius"
"496",508,694,3,4,1,0.148,1.3,0.59524,0.88095,"Ovis_canadensis","Sorex_cinereus"
"497",508,729,3,3,3,0.111,1,1,0.0119,"Ovis_canadensis","Spermophilus_columbianus"
"498",508,733,3,3,0,0.111,1,0.2381,1,"Ovis_canadensis","Spermophilus_franklinii"
"499",508,777,3,3,0,0.111,1,0.2381,1,"Ovis_canadensis","Synaptomys_cooperi"
"500",508,787,3,3,2,0.111,1,0.9881,0.22619,"Ovis_canadensis","Tamias_sp."
"501",508,788,3,3,0,0.111,1,0.2381,1,"Ovis_canadensis","Tamias_striatus"
"502",508,790,3,3,2,0.111,1,0.9881,0.22619,"Ovis_canadensis","Tamiasciurus_hudsonicus"
"503",508,816,3,4,3,0.148,1.3,1,0.04762,"Ovis_canadensis","Thomomys_talpoides"
"504",508,834,3,3,1,0.111,1,0.77381,0.7619,"Ovis_canadensis","Ursus_americanus"
"505",562,573,4,3,0,0.148,1.3,0.11905,1,"Peromyscus_maniculatus","Peromyscus_sp."
"506",562,580,4,4,3,0.198,1.8,0.99206,0.16667,"Peromyscus_maniculatus","Phenacomys_intermedius"
"507",562,694,4,4,1,0.198,1.8,0.35714,0.96032,"Peromyscus_maniculatus","Sorex_cinereus"
"508",562,729,4,3,3,0.148,1.3,1,0.04762,"Peromyscus_maniculatus","Spermophilus_columbianus"
"509",562,733,4,3,0,0.148,1.3,0.11905,1,"Peromyscus_maniculatus","Spermophilus_franklinii"
"510",562,777,4,3,1,0.148,1.3,0.59524,0.88095,"Peromyscus_maniculatus","Synaptomys_cooperi"
"511",562,787,4,3,2,0.148,1.3,0.95238,0.40476,"Peromyscus_maniculatus","Tamias_sp."
"512",562,788,4,3,0,0.148,1.3,0.11905,1,"Peromyscus_maniculatus","Tamias_striatus"
"513",562,790,4,3,2,0.148,1.3,0.95238,0.40476,"Peromyscus_maniculatus","Tamiasciurus_hudsonicus"
"514",562,816,4,4,3,0.198,1.8,0.99206,0.16667,"Peromyscus_maniculatus","Thomomys_talpoides"
"515",562,834,4,3,1,0.148,1.3,0.59524,0.88095,"Peromyscus_maniculatus","Ursus_americanus"
"516",573,580,3,4,1,0.148,1.3,0.59524,0.88095,"Peromyscus_sp.","Phenacomys_intermedius"
"517",573,694,3,4,2,0.148,1.3,0.95238,0.40476,"Peromyscus_sp.","Sorex_cinereus"
"518",573,729,3,3,0,0.111,1,0.2381,1,"Peromyscus_sp.","Spermophilus_columbianus"
"519",573,733,3,3,1,0.111,1,0.77381,0.7619,"Peromyscus_sp.","Spermophilus_franklinii"
"520",573,777,3,3,1,0.111,1,0.77381,0.7619,"Peromyscus_sp.","Synaptomys_cooperi"
"521",573,787,3,3,1,0.111,1,0.77381,0.7619,"Peromyscus_sp.","Tamias_sp."
"522",573,788,3,3,2,0.111,1,0.9881,0.22619,"Peromyscus_sp.","Tamias_striatus"
"523",573,790,3,3,1,0.111,1,0.77381,0.7619,"Peromyscus_sp.","Tamiasciurus_hudsonicus"
"524",573,816,3,4,1,0.148,1.3,0.59524,0.88095,"Peromyscus_sp.","Thomomys_talpoides"
"525",573,834,3,3,1,0.111,1,0.77381,0.7619,"Peromyscus_sp.","Ursus_americanus"
"526",580,694,4,4,1,0.198,1.8,0.35714,0.96032,"Phenacomys_intermedius","Sorex_cinereus"
"527",580,729,4,3,2,0.148,1.3,0.95238,0.40476,"Phenacomys_intermedius","Spermophilus_columbianus"
"528",580,733,4,3,1,0.148,1.3,0.59524,0.88095,"Phenacomys_intermedius","Spermophilus_franklinii"
"529",580,777,4,3,2,0.148,1.3,0.95238,0.40476,"Phenacomys_intermedius","Synaptomys_cooperi"
"530",580,787,4,3,2,0.148,1.3,0.95238,0.40476,"Phenacomys_intermedius","Tamias_sp."
"531",580,788,4,3,1,0.148,1.3,0.59524,0.88095,"Phenacomys_intermedius","Tamias_striatus"
"532",580,790,4,3,2,0.148,1.3,0.95238,0.40476,"Phenacomys_intermedius","Tamiasciurus_hudsonicus"
"533",580,816,4,4,3,0.198,1.8,0.99206,0.16667,"Phenacomys_intermedius","Thomomys_talpoides"
"534",580,834,4,3,1,0.148,1.3,0.59524,0.88095,"Phenacomys_intermedius","Ursus_americanus"
"535",694,729,4,3,1,0.148,1.3,0.59524,0.88095,"Sorex_cinereus","Spermophilus_columbianus"
"536",694,733,4,3,2,0.148,1.3,0.95238,0.40476,"Sorex_cinereus","Spermophilus_franklinii"
"537",694,777,4,3,2,0.148,1.3,0.95238,0.40476,"Sorex_cinereus","Synaptomys_cooperi"
"538",694,787,4,3,1,0.148,1.3,0.59524,0.88095,"Sorex_cinereus","Tamias_sp."
"539",694,788,4,3,2,0.148,1.3,0.95238,0.40476,"Sorex_cinereus","Tamias_striatus"
"540",694,790,4,3,1,0.148,1.3,0.59524,0.88095,"Sorex_cinereus","Tamiasciurus_hudsonicus"
"541",694,816,4,4,2,0.198,1.8,0.83333,0.64286,"Sorex_cinereus","Thomomys_talpoides"
"542",694,834,4,3,1,0.148,1.3,0.59524,0.88095,"Sorex_cinereus","Ursus_americanus"
"543",729,733,3,3,0,0.111,1,0.2381,1,"Spermophilus_columbianus","Spermophilus_franklinii"
"544",729,777,3,3,0,0.111,1,0.2381,1,"Spermophilus_columbianus","Synaptomys_cooperi"
"545",729,787,3,3,2,0.111,1,0.9881,0.22619,"Spermophilus_columbianus","Tamias_sp."
"546",729,788,3,3,0,0.111,1,0.2381,1,"Spermophilus_columbianus","Tamias_striatus"
"547",729,790,3,3,2,0.111,1,0.9881,0.22619,"Spermophilus_columbianus","Tamiasciurus_hudsonicus"
"548",729,816,3,4,3,0.148,1.3,1,0.04762,"Spermophilus_columbianus","Thomomys_talpoides"
"549",729,834,3,3,1,0.111,1,0.77381,0.7619,"Spermophilus_columbianus","Ursus_americanus"
"550",733,777,3,3,2,0.111,1,0.9881,0.22619,"Spermophilus_franklinii","Synaptomys_cooperi"
"551",733,787,3,3,0,0.111,1,0.2381,1,"Spermophilus_franklinii","Tamias_sp."
"552",733,788,3,3,2,0.111,1,0.9881,0.22619,"Spermophilus_franklinii","Tamias_striatus"
"553",733,790,3,3,0,0.111,1,0.2381,1,"Spermophilus_franklinii","Tamiasciurus_hudsonicus"
"554",733,816,3,4,1,0.148,1.3,0.59524,0.88095,"Spermophilus_franklinii","Thomomys_talpoides"
"555",733,834,3,3,1,0.111,1,0.77381,0.7619,"Spermophilus_franklinii","Ursus_americanus"
"556",777,787,3,3,0,0.111,1,0.2381,1,"Synaptomys_cooperi","Tamias_sp."
"557",777,788,3,3,1,0.111,1,0.77381,0.7619,"Synaptomys_cooperi","Tamias_striatus"
"558",777,790,3,3,0,0.111,1,0.2381,1,"Synaptomys_cooperi","Tamiasciurus_hudsonicus"
"559",777,816,3,4,1,0.148,1.3,0.59524,0.88095,"Synaptomys_cooperi","Thomomys_talpoides"
"560",777,834,3,3,0,0.111,1,0.2381,1,"Synaptomys_cooperi","Ursus_americanus"
"561",787,788,3,3,1,0.111,1,0.77381,0.7619,"Tamias_sp.","Tamias_striatus"
"562",787,790,3,3,3,0.111,1,1,0.0119,"Tamias_sp.","Tamiasciurus_hudsonicus"
"563",787,816,3,4,2,0.148,1.3,0.95238,0.40476,"Tamias_sp.","Thomomys_talpoides"
"564",787,834,3,3,2,0.111,1,0.9881,0.22619,"Tamias_sp.","Ursus_americanus"
"565",788,790,3,3,1,0.111,1,0.77381,0.7619,"Tamias_striatus","Tamiasciurus_hudsonicus"
"566",788,816,3,4,1,0.148,1.3,0.59524,0.88095,"Tamias_striatus","Thomomys_talpoides"
"567",788,834,3,3,2,0.111,1,0.9881,0.22619,"Tamias_striatus","Ursus_americanus"
"568",790,816,3,4,2,0.148,1.3,0.95238,0.40476,"Tamiasciurus_hudsonicus","Thomomys_talpoides"
"569",790,834,3,3,2,0.111,1,0.9881,0.22619,"Tamiasciurus_hudsonicus","Ursus_americanus"
"570",816,834,4,3,1,0.148,1.3,0.59524,0.88095,"Thomomys_talpoides","Ursus_americanus"
